"날짜","종가","시가","고가","저가","거래량","변동 %"
"2020- 12- 31","313.58","312.71","314.08","311.60","21.61M","0.25%"
"2020- 12- 30","312.81","314.00","314.32","312.17","18.14M","0.00%"
"2020- 12- 29","312.80","313.89","314.52","311.87","25.87M","0.09%"
"2020- 12- 28","312.52","312.09","313.01","310.20","22.50M","1.01%"
"2020- 12- 24","309.40","308.31","309.86","308.23","16.78M","0.44%"
"2020- 12- 23","308.04","309.65","310.02","307.87","21.20M","-0.50%"
"2020- 12- 22","309.60","309.69","310.55","306.68","26.38M","0.27%"
"2020- 12- 21","308.76","306.30","309.31","303.44","37.10M","-0.37%"
"2020- 12- 18","309.90","311.50","311.82","307.45","41.17M","-0.30%"
"2020- 12- 17","310.84","310.47","311.08","309.23","23.73M","0.65%"
"2020- 12- 16","308.82","307.54","309.62","306.46","25.46M","0.55%"
"2020- 12- 15","307.13","306.21","307.13","303.95","25.79M","1.07%"
"2020- 12- 14","303.88","302.92","305.89","302.85","28.80M","0.73%"
"2020- 12- 11","301.69","300.65","301.82","298.31","26.76M","-0.22%"
"2020- 12- 10","302.36","299.05","303.52","297.93","27.52M","0.40%"
"2020- 12- 09","301.15","307.91","308.20","300.05","48.84M","-2.27%"
"2020- 12- 08","308.13","306.60","308.44","304.79","18.34M","0.34%"
"2020- 12- 07","307.09","305.55","307.47","305.36","20.85M","0.57%"
"2020- 12- 04","305.36","304.17","305.51","303.47","19.33M","0.41%"
"2020- 12- 03","304.12","303.91","305.72","303.37","22.83M","0.14%"
"2020- 12- 02","303.69","302.06","304.04","300.19","23.62M","0.13%"
"2020- 12- 01","303.30","301.71","304.98","300.67","27.64M","1.28%"
"2020- 11- 30","299.46","299.14","299.81","294.63","27.84M","0.20%"
"2020- 11- 27","298.85","298.13","300.01","297.74","17.16M","0.92%"
"2020- 11- 25","296.12","295.28","296.78","294.44","23.33M","0.61%"
"2020- 11- 24","294.32","291.34","294.83","289.48","24.52M","1.41%"
"2020- 11- 23","290.24","291.26","292.60","287.92","26.88M","0.00%"
"2020- 11- 20","290.23","292.15","292.91","290.14","25.91M","-0.68%"
"2020- 11- 19","292.23","289.33","292.55","288.70","22.72M","0.78%"
"2020- 11- 18","289.96","291.55","293.22","289.87","28.07M","-0.74%"
"2020- 11- 17","292.12","293.25","293.59","291.46","21.84M","-0.32%"
"2020- 11- 16","293.05","290.53","293.36","289.84","30.17M","0.78%"
"2020- 11- 13","290.78","289.86","291.42","287.72","24.88M","0.88%"
"2020- 11- 12","288.25","290.57","291.92","287.10","34.52M","-0.47%"
"2020- 11- 11","289.61","285.77","290.10","283.23","36.10M","2.24%"
"2020- 11- 10","283.27","285.11","286.51","280.47","69.02M","-1.79%"
"2020- 11- 09","288.44","297.15","298.98","287.97","86.54M","-2.04%"
"2020- 11- 06","294.46","293.43","295.20","289.68","40.96M","0.07%"
"2020- 11- 05","294.24","293.26","295.23","291.85","52.05M","2.61%"
"2020- 11- 04","286.76","283.41","288.62","281.72","75.73M","4.46%"
"2020- 11- 03","274.51","271.72","276.67","270.70","43.60M","1.73%"
"2020- 11- 02","269.84","271.59","273.38","266.83","39.99M","0.22%"
"2020- 10- 30","269.24","274.23","275.10","266.93","65.94M","-2.53%"
"2020- 10- 29","276.24","272.90","279.34","272.38","43.25M","1.75%"
"2020- 10- 28","271.50","277.98","278.49","271.24","53.41M","-3.90%"
"2020- 10- 27","282.51","281.27","283.36","280.05","30.56M","0.78%"
"2020- 10- 26","280.32","282.17","285.15","276.61","38.42M","-1.50%"
"2020- 10- 23","284.59","284.64","284.76","281.63","24.66M","0.20%"
"2020- 10- 22","284.03","284.90","285.83","280.67","32.20M","0.00%"
"2020- 10- 21","284.04","284.52","287.17","283.54","29.31M","-0.08%"
"2020- 10- 20","284.26","284.41","287.47","282.80","32.20M","0.22%"
"2020- 10- 19","283.65","290.34","291.33","282.64","36.76M","-1.63%"
"2020- 10- 16","288.36","291.65","293.12","288.00","40.57M","-0.55%"
"2020- 10- 15","289.95","287.10","290.56","286.39","42.51M","-0.67%"
"2020- 10- 14","291.91","295.16","296.19","290.11","37.18M","-0.84%"
"2020- 10- 13","294.37","296.18","296.89","292.96","64.24M","0.00%"
"2020- 10- 12","294.38","290.45","297.30","289.32","79.37M","3.09%"
"2020- 10- 09","285.56","282.94","285.64","282.56","30.20M","1.53%"
"2020- 10- 08","281.26","282.17","282.32","280.16","25.44M","0.53%"
"2020- 10- 07","279.77","277.68","280.59","277.13","27.54M","1.73%"
"2020- 10- 06","275.02","279.14","281.04","274.11","49.70M","-1.78%"
"2020- 10- 05","280.01","276.19","280.34","276.08","28.18M","2.13%"
"2020- 10- 02","274.17","275.87","282.09","273.30","75.50M","-2.81%"
"2020- 10- 01","282.10","281.64","282.73","279.69","50.02M","1.59%"
"2020- 09- 30","277.69","275.95","280.94","275.73","49.38M","0.68%"
"2020- 09- 29","275.81","276.57","277.56","275.23","27.18M","-0.45%"
"2020- 09- 28","277.05","276.47","277.05","271.53","58.44M","2.07%"
"2020- 09- 25","271.42","265.68","272.25","264.16","55.24M","2.33%"
"2020- 09- 24","265.25","261.44","268.56","261.08","70.63M","0.47%"
"2020- 09- 23","264.02","272.01","272.20","263.11","48.84M","-3.06%"
"2020- 09- 22","272.34","269.91","272.94","266.40","41.13M","1.86%"
"2020- 09- 21","267.37","262.38","267.51","259.97","57.17M","0.24%"
"2020- 09- 18","266.73","271.48","271.95","262.49","86.25M","-1.28%"
"2020- 09- 17","270.18","267.38","274.25","266.54","81.57M","-1.56%"
"2020- 09- 16","274.47","279.62","280.21","274.11","42.44M","-1.59%"
"2020- 09- 15","278.91","278.75","280.30","274.99","41.85M","1.41%"
"2020- 09- 14","275.02","274.14","277.07","272.82","38.53M","1.74%"
"2020- 09- 11","270.31","274.19","275.08","266.76","71.81M","-0.69%"
"2020- 09- 10","272.20","280.82","282.05","270.42","69.67M","-1.99%"
"2020- 09- 09","277.73","275.40","279.90","272.86","64.84M","2.94%"
"2020- 09- 08","269.81","272.13","278.07","269.52","99.57M","-4.81%"
"2020- 09- 04","283.43","285.61","288.78","271.66","123.96M","-1.33%"
"2020- 09- 03","287.26","298.04","298.46","284.26","110.08M","-5.07%"
